CustomerID,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,AverageOrderValue,PurchaseFrequency,CustomerValue,CLTV,CLTV_Segment
12452.0,17,,98.67,5,,2,5nan2,,,,,
12453.0,134,,102.91,3,,2,3nan2,,,,,
12454.0,56,,398.79,4,,4,4nan4,,,,,
12455.0,73,,888.71,3,,5,3nan5,,,,,
12456.0,44,,453.07,4,,4,4nan4,,,,,
12457.0,66,,472.02,3,,4,3nan4,,,,,
12458.0,71,,333.05,3,,4,3nan4,,,,,
12459.0,605,,95.42,1,,2,1nan2,,,,,
12460.0,456,,78.86,1,,2,1nan2,,,,,
12461.0,94,,149.06,3,,3,3nan3,,,,,
12462.0,19,,290.75,5,,4,5nan4,,,,,
12463.0,53,,252.61,4,,4,4nan4,,,,,
12464.0,10,,343.15,5,,4,5nan4,,,,,
12465.0,17,,129.72,5,,3,5nan3,,,,,
12466.0,682,,56.73,1,,2,1nan2,,,,,
12467.0,423,,14.56,1,,1,1nan1,,,,,
12468.0,188,,416.31,3,,4,3nan4,,,,,
12469.0,523,,227.97,1,,3,1nan3,,,,,
12470.0,690,,90.35,1,,2,1nan2,,,,,
12471.0,2,79.0,4324.09,5,4,5,545,54.73531645569621,0.013439945559714188,0.7356396733582852,0.011138470726248278,High Value
12472.0,32,19.0,2013.98,4,2,5,425,105.99894736842106,0.003232391970057843,0.34263014630826816,0.005187833110145605,Medium Value
12473.0,29,,1398.0,4,,5,4nan5,,,,,
12474.0,17,31.0,2087.45,5,2,5,525,67.33709677419354,0.005273902687989112,0.3551292956788023,0.005377085286732461,Medium Value
12475.0,54,,188.72,4,,3,4nan3,,,,,
12476.0,16,23.0,2290.71,5,2,5,525,99.59608695652175,0.003912895542701599,0.38970908472269483,0.005900664943912868,Medium Value
12477.0,23,,2359.18,4,,5,4nan5,,,,,
12478.0,4,,163.36,5,,3,5nan3,,,,,
12479.0,11,,82.72999999999999,5,,2,5nan2,,,,,
12480.0,28,,784.84,4,,5,4nan5,,,,,
12481.0,23,,1499.93,4,,5,4nan5,,,,,
12482.0,576,29.0,2025.76,1,2,5,125,69.85379310344828,0.004933650901667233,0.344634229329704,0.005218177340990755,Medium Value
12483.0,17,,856.86,5,,5,5nan5,,,,,
12484.0,33,,1446.44,4,,5,4nan5,,,,,
12485.0,529,,81.96,1,,2,1nan2,,,,,
12486.0,432,,201.07999999999998,1,,3,1nan3,,,,,
12487.0,731,,4.0,1,,1,1nan1,,,,,
12488.0,10,,205.41,5,,3,5nan3,,,,,
12489.0,336,,88.62,2,,2,2nan2,,,,,
12490.0,5,21.0,1321.24,5,2,5,525,62.91619047619048,0.003572643756379721,0.22477713507995917,0.0034033965672195248,Low Value
12491.0,39,,87.8,4,,2,4nan2,,,,,
12492.0,63,,136.95,3,,3,3nan3,,,,,
12493.0,166,,94.8,3,,2,3nan2,,,,,
12494.0,16,,415.78,5,,4,5nan4,,,,,
12495.0,641,,97.0,1,,2,1nan2,,,,,
12496.0,620,,19.27,1,,1,1nan1,,,,,
12497.0,82,,106.93,3,,2,3nan2,,,,,
12498.0,21,,96.55,4,,2,4nan2,,,,,
12499.0,560,,62.9,1,,2,1nan2,,,,,
12500.0,23,,689.66,4,,5,4nan5,,,,,
12501.0,337,,359.49,2,,4,2nan4,,,,,
12502.0,96,,944.51,3,,5,3nan5,,,,,
12503.0,584,,231.6,1,,3,1nan3,,,,,
12504.0,18,,125.7,5,,3,5nan3,,,,,
12505.0,409,,186.35,2,,3,2nan3,,,,,
12506.0,233,,73.5,2,,2,2nan2,,,,,
12507.0,134,,201.22,3,,3,3nan3,,,,,
12508.0,26,,118.32000000000001,4,,3,4nan3,,,,,
12509.0,284,,38.95,2,,1,2nan1,,,,,
12510.0,143,,1930.34,3,,5,3nan5,,,,,
12511.0,429,,651.83,1,,5,1nan5,,,,,
12512.0,66,,81.85,3,,2,3nan2,,,,,
12513.0,113,,76.32,3,,2,3nan2,,,,,
12514.0,267,,227.44,2,,3,2nan3,,,,,
12515.0,353,,108.5,2,,2,2nan2,,,,,
12516.0,78,,165.2,3,,3,3nan3,,,,,
12517.0,28,,659.99,4,,5,4nan5,,,,,
12518.0,1,,351.81,5,,4,5nan4,,,,,
12519.0,64,,124.62,3,,3,3nan3,,,,,
12520.0,79,,499.84000000000003,3,,4,3nan4,,,,,
12521.0,143,,113.84,3,,2,3nan2,,,,,
12522.0,39,,60.010000000000005,4,,2,4nan2,,,,,
12523.0,19,,1101.04,5,,5,5nan5,,,,,
12524.0,9,,754.78,5,,5,5nan5,,,,,
12525.0,498,,180.35999999999999,1,,3,1nan3,,,,,
12526.0,1,,238.12,5,,4,5nan4,,,,,
12527.0,82,,82.93,3,,2,3nan2,,,,,
12528.0,9,,504.89,5,,4,5nan4,,,,,
12529.0,528,,63.86,1,,2,1nan2,,,,,
12530.0,60,,518.04,3,,4,3nan4,,,,,
12531.0,15,,325.61,5,,4,5nan4,,,,,
12532.0,30,,59.17,4,,2,4nan2,,,,,
12533.0,628,,237.82,1,,4,1nan4,,,,,
12534.0,131,,191.23,3,,3,3nan3,,,,,
12535.0,92,,151.35,3,,3,3nan3,,,,,
12536.0,43,,9070.93,4,,5,4nan5,,,,,
12537.0,409,,125.68,2,,3,2nan3,,,,,
12538.0,29,,130.18,4,,3,4nan3,,,,,
12539.0,22,,1903.67,4,,5,4nan5,,,,,
12540.0,20,33.0,2997.79,4,2,5,425,90.84212121212121,0.00561415447431099,0.5100017012589316,0.007722040049684402,High Value
12541.0,30,,188.02,4,,3,4nan3,,,,,
12542.0,484,,96.14,1,,2,1nan2,,,,,
12543.0,448,,112.37,1,,2,1nan2,,,,,
12544.0,36,,78.02000000000001,4,,2,4nan2,,,,,
12545.0,75,,201.19,3,,3,3nan3,,,,,
12546.0,47,,220.75,4,,3,4nan3,,,,,
12547.0,198,,103.67,2,,2,2nan2,,,,,
12548.0,166,,33.6,3,,1,3nan1,,,,,
12549.0,576,,80.78999999999999,1,,2,1nan2,,,,,
12550.0,79,,176.15,3,,3,3nan3,,,,,
12551.0,358,,16.8,2,,1,2nan1,,,,,
12552.0,39,,182.31,4,,3,4nan3,,,,,
12553.0,8,,829.59,5,,5,5nan5,,,,,
12554.0,449,,99.43,1,,2,1nan2,,,,,
12555.0,682,,129.23,1,,3,1nan3,,,,,
12556.0,50,,319.64,4,,4,4nan4,,,,,
12557.0,16,,118.21,5,,3,5nan3,,,,,
12558.0,8,,13.75,5,,1,5nan1,,,,,
12559.0,311,,74.53,2,,2,2nan2,,,,,
12560.0,5,,299.91,5,,4,5nan4,,,,,
12561.0,303,,47.43,2,,1,2nan1,,,,,
12562.0,8,,675.99,5,,5,5nan5,,,,,
12563.0,409,,50.98,2,,2,2nan2,,,,,
12564.0,261,,117.1,2,,3,2nan3,,,,,
12565.0,289,,21.16,2,,1,2nan1,,,,,
12566.0,86,,74.17,3,,2,3nan2,,,,,
12567.0,23,,1967.81,4,,5,4nan5,,,,,
12568.0,645,,31.17,1,,1,1nan1,,,,,
12569.0,2,32.0,1021.7,5,2,5,525,31.928125,0.005444028581150051,0.17381762504253148,0.0026318082049651757,Low Value
12570.0,682,,77.52,1,,2,1nan2,,,,,
12571.0,40,,44.9,4,,1,4nan1,,,,,
12572.0,9,,253.67000000000002,5,,4,5nan4,,,,,
12573.0,227,,263.39,2,,4,2nan4,,,,,
12574.0,316,,57.2,2,,2,2nan2,,,,,
12575.0,457,,135.67000000000002,1,,3,1nan3,,,,,
12576.0,36,,366.38,4,,4,4nan4,,,,,
12577.0,35,,531.81,4,,4,4nan4,,,,,
12578.0,21,,535.4300000000001,4,,4,4nan4,,,,,
12579.0,78,,96.82,3,,2,3nan2,,,,,
12580.0,247,,151.19,2,,3,2nan3,,,,,
12581.0,40,,43.39,4,,1,4nan1,,,,,
12582.0,239,,397.12,2,,4,2nan4,,,,,
12583.0,3,,1388.8799999999999,5,,5,5nan5,,,,,
12584.0,4,,718.5,5,,5,5nan5,,,,,
12585.0,234,,301.36,2,,4,2nan4,,,,,
12586.0,17,,481.42,5,,4,5nan4,,,,,
12587.0,8,,46.24,5,,1,5nan1,,,,,
12588.0,39,,330.32,4,,4,4nan4,,,,,
12589.0,29,,1710.23,4,,5,4nan5,,,,,
12590.0,211,,717.22,2,,5,2nan5,,,,,
12591.0,317,,298.85,2,,4,2nan4,,,,,
12592.0,92,,877.4399999999999,3,,5,3nan5,,,,,
12593.0,109,,55.7,3,,2,3nan2,,,,,
12594.0,38,,610.07,4,,5,4nan5,,,,,
12595.0,505,,60.62,1,,2,1nan2,,,,,
12596.0,51,,118.95,4,,3,4nan3,,,,,
12597.0,19,,812.0699999999999,5,,5,5nan5,,,,,
12598.0,10,,578.24,5,,5,5nan5,,,,,
12599.0,29,13.0,369.11,4,1,4,414,28.393076923076926,0.0022116366110922084,0.06279516842463424,0.0009507944861844927,Low Value
12600.0,29,,749.9300000000001,4,,5,4nan5,,,,,
12601.0,190,,231.26,2,,3,2nan3,,,,,
12602.0,59,,23.65,4,,1,4nan1,,,,,
12603.0,22,,28.95,4,,1,4nan1,,,,,
12604.0,79,,41.46,3,,1,3nan1,,,,,
12605.0,376,,169.03,2,,3,2nan3,,,,,
12606.0,682,,21.0,1,,1,1nan1,,,,,
12607.0,60,,217.93,3,,3,3nan3,,,,,
12608.0,405,,26.04,2,,1,2nan1,,,,,
12609.0,78,,690.52,3,,5,3nan5,,,,,
12610.0,23,,532.62,4,,4,4nan4,,,,,
12611.0,52,,173.88,4,,3,4nan3,,,,,
12612.0,74,,84.34,3,,2,3nan2,,,,,
12613.0,57,,954.6800000000001,4,,5,4nan5,,,,,
12614.0,278,,112.2,2,,2,2nan2,,,,,
12615.0,2,,826.74,5,,5,5nan5,,,,,
12616.0,95,,203.2,3,,3,3nan3,,,,,
12617.0,29,,79.08,4,,2,4nan2,,,,,
12618.0,22,,73.02000000000001,4,,2,4nan2,,,,,
12619.0,16,,660.57,5,,5,5nan5,,,,,
12620.0,15,,197.6,5,,3,5nan3,,,,,
12621.0,2,35.0,2279.1,5,2,5,525,65.11714285714285,0.005954406260632868,0.3877339231030963,0.0058707586179271125,Medium Value
12622.0,232,,63.13,2,,2,2nan2,,,,,
12623.0,276,,513.31,2,,4,2nan4,,,,,
12624.0,106,,147.14,3,,3,3nan3,,,,,
12625.0,212,,422.45,2,,4,2nan4,,,,,
12626.0,23,,829.39,4,,5,4nan5,,,,,
12627.0,11,,675.72,5,,5,5nan5,,,,,
12628.0,4,,147.24,5,,3,5nan3,,,,,
12629.0,386,,179.9,2,,3,2nan3,,,,,
12630.0,10,,287.13,5,,4,5nan4,,,,,
12631.0,57,,573.07,4,,5,4nan5,,,,,
12632.0,521,,78.17,1,,2,1nan2,,,,,
12633.0,59,,932.81,4,,5,4nan5,,,,,
12634.0,536,,155.55,1,,3,1nan3,,,,,
12635.0,90,,472.78,3,,4,3nan4,,,,,
12636.0,739,,141.0,1,,3,1nan3,,,,,
12637.0,67,,1557.1299999999999,3,,5,3nan5,,,,,
12638.0,33,,161.84,4,,3,4nan3,,,,,
12639.0,239,,286.19,2,,4,2nan4,,,,,
12640.0,24,,303.0,4,,4,4nan4,,,,,
12641.0,115,,69.64999999999999,3,,2,3nan2,,,,,
12642.0,25,,168.76,4,,3,4nan3,,,,,
12643.0,128,,367.17,3,,4,3nan4,,,,,
12644.0,130,,377.31,3,,4,3nan4,,,,,
12645.0,34,,419.40999999999997,4,,4,4nan4,,,,,
12646.0,5,,107.42,5,,2,5nan2,,,,,
12647.0,22,36.0,2462.19,4,2,5,425,68.39416666666666,0.006124532153793808,0.41888227288193264,0.006342382151495748,Medium Value
12648.0,155,,240.14,3,,4,3nan4,,,,,
12649.0,107,,320.27,3,,4,3nan4,,,,,
12650.0,3,,38.69,5,,1,5nan1,,,,,
12651.0,335,,61.2,2,,2,2nan2,,,,,
12652.0,331,,154.07,2,,3,2nan3,,,,,
12653.0,149,,236.59,3,,4,3nan4,,,,,
12654.0,11,,167.98,5,,3,5nan3,,,,,
12655.0,424,,87.85,1,,2,1nan2,,,,,
12656.0,17,,960.4,5,,5,5nan5,,,,,
12657.0,11,,237.11,5,,4,5nan4,,,,,
12658.0,19,,148.12,5,,3,5nan3,,,,,
12659.0,30,,26.54,4,,1,4nan1,,,,,
12660.0,11,,50.25,5,,2,5nan2,,,,,
12661.0,436,,9.65,1,,1,1nan1,,,,,
12662.0,1,,1319.52,5,,5,5nan5,,,,,
12663.0,625,,58.4,1,,2,1nan2,,,,,
12664.0,8,,511.92,5,,4,5nan4,,,,,
12665.0,325,,83.65,2,,2,2nan2,,,,,
12666.0,394,,119.25,2,,3,2nan3,,,,,
12667.0,58,,119.6,4,,3,4nan3,,,,,
12668.0,12,,1868.6,5,,5,5nan5,,,,,
12669.0,151,,1387.88,3,,5,3nan5,,,,,
12670.0,10,,424.90999999999997,5,,4,5nan4,,,,,
12671.0,606,,122.691,1,,3,1nan3,,,,,
12672.0,330,,99.6,2,,2,2nan2,,,,,
12673.0,5,,219.34,5,,3,5nan3,,,,,
12674.0,39,,268.14,4,,4,4nan4,,,,,
12675.0,554,,425.82,1,,4,1nan4,,,,,
12676.0,25,,560.51,4,,5,4nan5,,,,,
12677.0,555,,85.15,1,,2,1nan2,,,,,
12678.0,42,,1805.96,4,,5,4nan5,,,,,
12679.0,59,,192.2,4,,3,4nan3,,,,,
12680.0,1,,207.17000000000002,5,,3,5nan3,,,,,
12681.0,15,45.0,4259.78,5,3,5,535,94.66177777777777,0.007655665192242259,0.7246988771691051,0.01097281389385001,High Value
12682.0,4,52.0,3574.04,5,3,5,535,68.73153846153846,0.008846546444368834,0.6080367471929228,0.009206408727487262,High Value
12683.0,4,,1356.91,5,,5,5nan5,,,,,
12684.0,8,,266.28,5,,4,5nan4,,,,,
12685.0,28,,482.15,4,,4,4nan4,,,,,
12686.0,372,,22.81,2,,1,2nan1,,,,,
12687.0,481,,564.93,1,,5,1nan5,,,,,
12688.0,114,,705.33,3,,5,3nan5,,,,,
12689.0,26,,205.34,4,,3,4nan3,,,,,
12690.0,206,,88.42999999999999,2,,2,2nan2,,,,,
12691.0,28,,198.7,4,,3,4nan3,,,,,
12692.0,637,,40.6,1,,1,1nan1,,,,,
12693.0,127,,400.57,3,,4,3nan4,,,,,
12694.0,70,,241.28,3,,4,3nan4,,,,,
12695.0,7,,317.72,5,,4,5nan4,,,,,
12696.0,435,,161.39,1,,3,1nan3,,,,,
12697.0,29,,206.13,4,,3,4nan3,,,,,
12698.0,590,,81.6,1,,2,1nan2,,,,,
12699.0,418,,127.56,1,,3,1nan3,,,,,
12700.0,8,,702.13,5,,5,5nan5,,,,,
12701.0,80,,438.0,3,,4,3nan4,,,,,
12702.0,20,,65.3,4,,2,4nan2,,,,,
12703.0,71,,216.07,3,,3,3nan3,,,,,
12704.0,7,,565.7,5,,5,5nan5,,,,,
12705.0,15,14.0,1567.16,5,1,5,515,111.94000000000001,0.0023817625042531474,0.26661449472609733,0.004036864584998752,Medium Value
12707.0,292,,106.81,2,,2,2nan2,,,,,
12708.0,30,18.0,1223.79,4,1,5,415,67.98833333333333,0.003062266076896904,0.20819836679142564,0.0031523740463485677,Low Value
12709.0,15,34.0,1846.66,5,2,5,525,54.313529411764705,0.005784280367471929,0.31416468186457974,0.004756831692063218,Medium Value
12710.0,97,,209.32,3,,3,3nan3,,,,,
12711.0,612,,154.76,1,,3,1nan3,,,,,
12712.0,29,,1362.49,4,,5,4nan5,,,,,
12713.0,1,,95.13,5,,2,5nan2,,,,,
12714.0,9,,1786.9,5,,5,5nan5,,,,,
12715.0,106,,69.34,3,,2,3nan2,,,,,
12716.0,4,,183.94,5,,3,5nan3,,,,,
12717.0,151,,352.24,3,,4,3nan4,,,,,
12718.0,71,,51.72,3,,2,3nan2,,,,,
12719.0,5,,142.15,5,,3,5nan3,,,,,
12720.0,3,30.0,1305.25,5,2,5,525,43.50833333333333,0.005103776794828173,0.22205682204831576,0.003362207751326999,Low Value
12721.0,32,,810.41,4,,5,4nan5,,,,,
12722.0,85,,191.87,3,,3,3nan3,,,,,
12723.0,4,,220.96,5,,3,5nan3,,,,,
12724.0,5,,416.88,5,,4,5nan4,,,,,
12725.0,371,,631.33,2,,5,2nan5,,,,,
12726.0,28,,391.25,4,,4,4nan4,,,,,
12727.0,11,,666.26,5,,5,5nan5,,,,,
12728.0,71,,274.31,3,,4,3nan4,,,,,
12729.0,114,,96.24000000000001,3,,2,3nan2,,,,,
12730.0,522,,231.05,1,,3,1nan3,,,,,
12731.0,24,,1326.3799999999999,4,,5,4nan5,,,,,
12732.0,180,,42.27,3,,1,3nan1,,,,,
12733.0,234,,536.56,2,,4,2nan4,,,,,
12734.0,353,,72.89,2,,2,2nan2,,,,,
12735.0,315,,232.89999999999998,2,,3,2nan3,,,,,
12736.0,333,,22.32,2,,1,2nan1,,,,,
12737.0,499,,3710.5,1,,5,1nan5,,,,,
12738.0,372,,43.45,2,,1,2nan1,,,,,
12739.0,78,,726.9200000000001,3,,5,3nan5,,,,,
12740.0,64,,56.0,3,,2,3nan2,,,,,
12741.0,529,,195.53,1,,3,1nan3,,,,,
12742.0,626,,114.48,1,,3,1nan3,,,,,
12743.0,134,,402.12,3,,4,3nan4,,,,,
12744.0,52,,13322.5,4,,5,4nan5,,,,,
12745.0,487,,269.54,1,,4,1nan4,,,,,
12746.0,541,,59.1,1,,2,1nan2,,,,,
12747.0,2,26.0,1092.72,5,2,5,525,42.027692307692305,0.004423273222184417,0.18589996597482136,0.0028147493997548656,Low Value
12748.0,1,336.0,20115.95,5,5,5,555,59.86889880952381,0.057162300102075535,3.422243960530793,0.051816895625593835,High Value
12749.0,4,,1851.93,5,,5,5nan5,,,,,
12750.0,129,,69.3,3,,2,3nan2,,,,,
12751.0,445,,113.71,1,,2,1nan2,,,,,
12752.0,81,,121.59,3,,3,3nan3,,,,,
12753.0,23,,460.46,4,,4,4nan4,,,,,
12754.0,236,,70.88,2,,2,2nan2,,,,,
12755.0,281,,134.36,2,,3,2nan3,,,,,
12756.0,87,,2.9699999999999998,3,,1,3nan1,,,,,
12757.0,16,,4397.14,5,,5,5nan5,,,,,
12758.0,117,,705.91,3,,5,3nan5,,,,,
12759.0,52,,867.58,4,,5,4nan5,,,,,
12760.0,456,,62.56,1,,2,1nan2,,,,,
12761.0,458,,118.65,1,,3,1nan3,,,,,
12762.0,8,,188.79,5,,3,5nan3,,,,,
12763.0,138,,31.89,3,,1,3nan1,,,,,
12764.0,317,,242.44,2,,4,2nan4,,,,,
12765.0,472,,180.32999999999998,1,,3,1nan3,,,,,
12766.0,4,,1167.76,5,,5,5nan5,,,,,
12767.0,376,,90.08,2,,2,2nan2,,,,,
12768.0,451,,30.080000000000002,1,,1,1nan1,,,,,
12769.0,239,,142.6,2,,3,2nan3,,,,,
12770.0,211,,75.23,2,,2,2nan2,,,,,
12771.0,486,,84.85,1,,2,1nan2,,,,,
12772.0,60,,203.54,3,,3,3nan3,,,,,
12773.0,564,,12.11,1,,1,1nan1,,,,,
12774.0,536,,23.8,1,,1,1nan1,,,,,
12775.0,17,,307.97,5,,4,5nan4,,,,,
12776.0,668,,30.12,1,,1,1nan1,,,,,
12777.0,458,,83.21,1,,2,1nan2,,,,,
12778.0,20,,342.65,4,,4,4nan4,,,,,
12779.0,38,,855.48,4,,5,4nan5,,,,,
12780.0,599,,60.739999999999995,1,,2,1nan2,,,,,
12781.0,64,,78.27,3,,2,3nan2,,,,,
12782.0,5,,896.24,5,,5,5nan5,,,,,
12783.0,2,,1027.2,5,,5,5nan5,,,,,
12784.0,9,,424.25,5,,4,5nan4,,,,,
12785.0,364,,299.65,2,,4,2nan4,,,,,
12786.0,610,,55.800000000000004,1,,2,1nan2,,,,,
12787.0,10,,138.09,5,,3,5nan3,,,,,
12788.0,463,,107.1,1,,2,1nan2,,,,,
12789.0,65,,134.75,3,,3,3nan3,,,,,
12790.0,192,,166.35,2,,3,2nan3,,,,,
12791.0,374,,266.3,2,,4,2nan4,,,,,
12792.0,257,,188.53,2,,3,2nan3,,,,,
12793.0,335,,167.49,2,,3,2nan3,,,,,
12794.0,53,,93.47,4,,2,4nan2,,,,,
12795.0,19,,107.73,5,,2,5nan2,,,,,
12796.0,628,,26.7,1,,1,1nan1,,,,,
12797.0,366,,159.17,2,,3,2nan3,,,,,
12798.0,10,,29.72,5,,1,5nan1,,,,,
12799.0,529,,42.55,1,,1,1nan1,,,,,
12800.0,470,,130.46,1,,3,1nan3,,,,,
12801.0,501,,229.87,1,,3,1nan3,,,,,
